[rospy.client][INFO] 2017-03-30 15:29:50,283: init_node, name[/acrobot_control_node], pid[9808]
[xmlrpc][INFO] 2017-03-30 15:29:50,284: XML-RPC server binding to 0.0.0.0:0
[xmlrpc][INFO] 2017-03-30 15:29:50,284: Started XML-RPC server [http://hancheol:37386/]
[rospy.impl.masterslave][INFO] 2017-03-30 15:29:50,284: _ready: http://hancheol:37386/
[rospy.init][INFO] 2017-03-30 15:29:50,284: ROS Slave URI: [http://hancheol:37386/]
[xmlrpc][INFO] 2017-03-30 15:29:50,286: xml rpc node: starting XML-RPC server
[rospy.registration][INFO] 2017-03-30 15:29:50,285: Registering with master node http://localhost:11311
[rospy.init][INFO] 2017-03-30 15:29:50,386: registered with master
[rospy.rosout][INFO] 2017-03-30 15:29:50,386: initializing /rosout core topic
[rospy.rosout][INFO] 2017-03-30 15:29:50,390: connected to core topic /rosout
[rospy.simtime][INFO] 2017-03-30 15:29:50,394: initializing /clock core topic
[rospy.simtime][INFO] 2017-03-30 15:29:50,405: connected to core topic /clock
[rosout][INFO] 2017-03-30 15:29:50,980: /acrobot_control_node, u = -0.118001
[rosout][INFO] 2017-03-30 15:29:50,989: /acrobot_control_node, u = -0.122215
[rosout][INFO] 2017-03-30 15:29:51,002: /acrobot_control_node, u = -0.126305
[rosout][INFO] 2017-03-30 15:29:51,013: /acrobot_control_node, u = -0.126305
[rosout][INFO] 2017-03-30 15:29:51,021: /acrobot_control_node, u = -0.126305
[rosout][INFO] 2017-03-30 15:29:51,031: /acrobot_control_node, u = -0.130300
[rosout][INFO] 2017-03-30 15:29:51,041: /acrobot_control_node, u = -0.130300
[rosout][INFO] 2017-03-30 15:29:51,058: /acrobot_control_node, u = -0.134253
[rosout][INFO] 2017-03-30 15:29:51,067: /acrobot_control_node, u = -0.134253
[rosout][INFO] 2017-03-30 15:29:51,078: /acrobot_control_node, u = -0.138204
[rosout][INFO] 2017-03-30 15:29:51,090: /acrobot_control_node, u = -0.138204
[rosout][INFO] 2017-03-30 15:29:51,100: /acrobot_control_node, u = -0.142173
[rosout][INFO] 2017-03-30 15:29:51,111: /acrobot_control_node, u = -0.142173
[rosout][INFO] 2017-03-30 15:29:51,120: /acrobot_control_node, u = -0.146178
[rosout][INFO] 2017-03-30 15:29:51,131: /acrobot_control_node, u = -0.146178
[rosout][INFO] 2017-03-30 15:29:51,141: /acrobot_control_node, u = -0.150233
[rosout][INFO] 2017-03-30 15:29:51,152: /acrobot_control_node, u = -0.150233
[rosout][INFO] 2017-03-30 15:29:51,164: /acrobot_control_node, u = -0.154353
[rosout][INFO] 2017-03-30 15:29:51,175: /acrobot_control_node, u = -0.154475
[rosout][INFO] 2017-03-30 15:29:51,186: /acrobot_control_node, u = -0.158548
[rosout][INFO] 2017-03-30 15:29:51,195: /acrobot_control_node, u = -0.158548
[rosout][INFO] 2017-03-30 15:29:51,209: /acrobot_control_node, u = -0.162825
[rosout][INFO] 2017-03-30 15:29:51,227: /acrobot_control_node, u = -0.167193
[rosout][INFO] 2017-03-30 15:29:51,234: /acrobot_control_node, u = -0.167193
[rosout][INFO] 2017-03-30 15:29:51,243: /acrobot_control_node, u = -0.167193
[rosout][INFO] 2017-03-30 15:29:51,254: /acrobot_control_node, u = -0.171659
[rosout][INFO] 2017-03-30 15:29:51,264: /acrobot_control_node, u = -0.171659
[rosout][INFO] 2017-03-30 15:29:51,273: /acrobot_control_node, u = -0.176214
[rosout][INFO] 2017-03-30 15:29:51,290: /acrobot_control_node, u = -0.180862
[rosout][INFO] 2017-03-30 15:29:51,295: /acrobot_control_node, u = -0.180862
[rosout][INFO] 2017-03-30 15:29:51,305: /acrobot_control_node, u = -0.180862
[rosout][INFO] 2017-03-30 15:29:51,317: /acrobot_control_node, u = -0.185598
[rosout][INFO] 2017-03-30 15:29:51,329: /acrobot_control_node, u = -0.190428
[rosout][INFO] 2017-03-30 15:29:51,338: /acrobot_control_node, u = -0.190428
[rosout][INFO] 2017-03-30 15:29:51,347: /acrobot_control_node, u = -0.190428
[rosout][INFO] 2017-03-30 15:29:51,359: /acrobot_control_node, u = -0.195334
[rosout][INFO] 2017-03-30 15:29:51,369: /acrobot_control_node, u = -0.195456
[rosout][INFO] 2017-03-30 15:29:51,378: /acrobot_control_node, u = -0.200336
[rosout][INFO] 2017-03-30 15:29:51,389: /acrobot_control_node, u = -0.200336
[rosout][INFO] 2017-03-30 15:29:51,400: /acrobot_control_node, u = -0.205439
[rosout][INFO] 2017-03-30 15:29:51,410: /acrobot_control_node, u = -0.205439
[rosout][INFO] 2017-03-30 15:29:51,419: /acrobot_control_node, u = -0.210644
[rosout][INFO] 2017-03-30 15:29:51,430: /acrobot_control_node, u = -0.210644
[rosout][INFO] 2017-03-30 15:29:51,440: /acrobot_control_node, u = -0.215953
[rosout][INFO] 2017-03-30 15:29:51,449: /acrobot_control_node, u = -0.215953
[rosout][INFO] 2017-03-30 15:29:51,460: /acrobot_control_node, u = -0.221360
[rosout][INFO] 2017-03-30 15:29:51,470: /acrobot_control_node, u = -0.221360
[rosout][INFO] 2017-03-30 15:29:51,480: /acrobot_control_node, u = -0.226860
[rosout][INFO] 2017-03-30 15:29:51,490: /acrobot_control_node, u = -0.226860
[rosout][INFO] 2017-03-30 15:29:51,500: /acrobot_control_node, u = -0.232447
[rosout][INFO] 2017-03-30 15:29:51,509: /acrobot_control_node, u = -0.232447
[rosout][INFO] 2017-03-30 15:29:51,519: /acrobot_control_node, u = -0.238120
[rosout][INFO] 2017-03-30 15:29:51,530: /acrobot_control_node, u = -0.238120
[rosout][INFO] 2017-03-30 15:29:51,541: /acrobot_control_node, u = -0.243871
[rosout][INFO] 2017-03-30 15:29:51,549: /acrobot_control_node, u = -0.243871
[rosout][INFO] 2017-03-30 15:29:51,560: /acrobot_control_node, u = -0.249701
[rosout][INFO] 2017-03-30 15:29:51,570: /acrobot_control_node, u = -0.249701
[rosout][INFO] 2017-03-30 15:29:51,581: /acrobot_control_node, u = -0.255611
[rosout][INFO] 2017-03-30 15:29:51,591: /acrobot_control_node, u = -0.255611
[rosout][INFO] 2017-03-30 15:29:51,601: /acrobot_control_node, u = -0.261600
[rosout][INFO] 2017-03-30 15:29:51,611: /acrobot_control_node, u = -0.261600
[rosout][INFO] 2017-03-30 15:29:51,620: /acrobot_control_node, u = -0.267655
[rosout][INFO] 2017-03-30 15:29:51,631: /acrobot_control_node, u = -0.267655
[rosout][INFO] 2017-03-30 15:29:51,642: /acrobot_control_node, u = -0.273769
[rosout][INFO] 2017-03-30 15:29:51,651: /acrobot_control_node, u = -0.273769
[rosout][INFO] 2017-03-30 15:29:51,661: /acrobot_control_node, u = -0.279934
[rosout][INFO] 2017-03-30 15:29:51,678: /acrobot_control_node, u = -0.286147
[rosout][INFO] 2017-03-30 15:29:51,683: /acrobot_control_node, u = -0.286147
[rosout][INFO] 2017-03-30 15:29:51,693: /acrobot_control_node, u = -0.286147
[rosout][INFO] 2017-03-30 15:29:51,704: /acrobot_control_node, u = -0.292385
[rosout][INFO] 2017-03-30 15:29:51,712: /acrobot_control_node, u = -0.292385
[rosout][INFO] 2017-03-30 15:29:51,728: /acrobot_control_node, u = -0.298658
[rosout][INFO] 2017-03-30 15:29:51,738: /acrobot_control_node, u = -0.298658
[rosout][INFO] 2017-03-30 15:29:51,747: /acrobot_control_node, u = -0.304968
[rosout][INFO] 2017-03-30 15:29:51,761: /acrobot_control_node, u = -0.304968
[rosout][INFO] 2017-03-30 15:29:51,771: /acrobot_control_node, u = -0.311304
[rosout][INFO] 2017-03-30 15:29:51,785: /acrobot_control_node, u = -0.317664
[rosout][INFO] 2017-03-30 15:29:51,794: /acrobot_control_node, u = -0.317664
[rosout][INFO] 2017-03-30 15:29:51,804: /acrobot_control_node, u = -0.317664
[rosout][INFO] 2017-03-30 15:29:51,816: /acrobot_control_node, u = -0.324014
[rosout][INFO] 2017-03-30 15:29:51,828: /acrobot_control_node, u = -0.324014
[rosout][INFO] 2017-03-30 15:29:51,838: /acrobot_control_node, u = -0.330397
[rosout][INFO] 2017-03-30 15:29:51,850: /acrobot_control_node, u = -0.336809
[rosout][INFO] 2017-03-30 15:29:51,860: /acrobot_control_node, u = -0.336809
[rosout][INFO] 2017-03-30 15:29:51,870: /acrobot_control_node, u = -0.336809
[rosout][INFO] 2017-03-30 15:29:51,881: /acrobot_control_node, u = -0.343215
[rosout][INFO] 2017-03-30 15:29:51,891: /acrobot_control_node, u = -0.343215
[rosout][INFO] 2017-03-30 15:29:51,901: /acrobot_control_node, u = -0.349659
[rosout][INFO] 2017-03-30 15:29:51,911: /acrobot_control_node, u = -0.349659
[rosout][INFO] 2017-03-30 15:29:51,920: /acrobot_control_node, u = -0.356156
[rosout][INFO] 2017-03-30 15:29:51,930: /acrobot_control_node, u = -0.356156
[rosout][INFO] 2017-03-30 15:29:51,940: /acrobot_control_node, u = -0.362723
[rosout][INFO] 2017-03-30 15:29:51,951: /acrobot_control_node, u = -0.360045
[rosout][INFO] 2017-03-30 15:29:51,962: /acrobot_control_node, u = -0.369387
[rosout][INFO] 2017-03-30 15:29:51,971: /acrobot_control_node, u = -0.369387
[rosout][INFO] 2017-03-30 15:29:51,981: /acrobot_control_node, u = -0.376200
[rosout][INFO] 2017-03-30 15:29:51,994: /acrobot_control_node, u = -0.383208
[rosout][INFO] 2017-03-30 15:29:52,004: /acrobot_control_node, u = -0.383208
[rosout][INFO] 2017-03-30 15:29:52,016: /acrobot_control_node, u = -0.383208
[rosout][INFO] 2017-03-30 15:29:52,026: /acrobot_control_node, u = -0.390454
[rosout][INFO] 2017-03-30 15:29:52,035: /acrobot_control_node, u = -0.390454
[rosout][INFO] 2017-03-30 15:29:52,045: /acrobot_control_node, u = -0.398030
[rosout][INFO] 2017-03-30 15:29:52,055: /acrobot_control_node, u = -0.398030
[rosout][INFO] 2017-03-30 15:29:52,068: /acrobot_control_node, u = -0.406073
[rosout][INFO] 2017-03-30 15:29:52,078: /acrobot_control_node, u = -0.406073
[rosout][INFO] 2017-03-30 15:29:52,089: /acrobot_control_node, u = -0.414761
[rosout][INFO] 2017-03-30 15:29:52,100: /acrobot_control_node, u = -0.414761
[rosout][INFO] 2017-03-30 15:29:52,111: /acrobot_control_node, u = -0.424267
[rosout][INFO] 2017-03-30 15:29:52,121: /acrobot_control_node, u = -0.424267
[rosout][INFO] 2017-03-30 15:29:52,131: /acrobot_control_node, u = -0.434857
[rosout][INFO] 2017-03-30 15:29:52,143: /acrobot_control_node, u = -0.434857
[rosout][INFO] 2017-03-30 15:29:52,154: /acrobot_control_node, u = -0.446835
[rosout][INFO] 2017-03-30 15:29:52,164: /acrobot_control_node, u = -0.446835
[rosout][INFO] 2017-03-30 15:29:52,177: /acrobot_control_node, u = -0.460647
[rosout][INFO] 2017-03-30 15:29:52,186: /acrobot_control_node, u = -0.460647
[rosout][INFO] 2017-03-30 15:29:52,197: /acrobot_control_node, u = -0.476840
[rosout][INFO] 2017-03-30 15:29:52,207: /acrobot_control_node, u = -0.476840
[rosout][INFO] 2017-03-30 15:29:52,221: /acrobot_control_node, u = -0.496148
[rosout][INFO] 2017-03-30 15:29:52,232: /acrobot_control_node, u = -0.496148
[rosout][INFO] 2017-03-30 15:29:52,243: /acrobot_control_node, u = -0.519473
[rosout][INFO] 2017-03-30 15:29:52,254: /acrobot_control_node, u = -0.519473
[rosout][INFO] 2017-03-30 15:29:52,264: /acrobot_control_node, u = -0.548023
[rosout][INFO] 2017-03-30 15:29:52,273: /acrobot_control_node, u = -0.548023
[rosout][INFO] 2017-03-30 15:29:52,284: /acrobot_control_node, u = -0.583308
[rosout][INFO] 2017-03-30 15:29:52,293: /acrobot_control_node, u = -0.583308
[rosout][INFO] 2017-03-30 15:29:52,303: /acrobot_control_node, u = -0.627366
[rosout][INFO] 2017-03-30 15:29:52,313: /acrobot_control_node, u = -0.627366
[rosout][INFO] 2017-03-30 15:29:52,326: /acrobot_control_node, u = -0.683258
[rosout][INFO] 2017-03-30 15:29:52,336: /acrobot_control_node, u = -0.754075
[rosout][INFO] 2017-03-30 15:29:52,344: /acrobot_control_node, u = -0.754075
[rosout][INFO] 2017-03-30 15:29:52,354: /acrobot_control_node, u = -0.754075
[rosout][INFO] 2017-03-30 15:29:52,365: /acrobot_control_node, u = -0.849393
[rosout][INFO] 2017-03-30 15:29:52,375: /acrobot_control_node, u = -0.849393
[rosout][INFO] 2017-03-30 15:29:52,386: /acrobot_control_node, u = -0.969489
[rosout][INFO] 2017-03-30 15:29:52,401: /acrobot_control_node, u = -0.969489
[rosout][INFO] 2017-03-30 15:29:52,412: /acrobot_control_node, u = -1.127319
[rosout][INFO] 2017-03-30 15:29:52,424: /acrobot_control_node, u = -1.127319
[rosout][INFO] 2017-03-30 15:29:52,436: /acrobot_control_node, u = -1.328359
[rosout][INFO] 2017-03-30 15:29:52,454: /acrobot_control_node, u = -1.607868
[rosout][INFO] 2017-03-30 15:29:52,462: /acrobot_control_node, u = -1.607868
[rosout][INFO] 2017-03-30 15:29:52,471: /acrobot_control_node, u = -1.607868
[rosout][INFO] 2017-03-30 15:29:52,486: /acrobot_control_node, u = -2.021981
[rosout][INFO] 2017-03-30 15:29:52,490: /acrobot_control_node, u = -2.021981
[rosout][INFO] 2017-03-30 15:29:52,506: /acrobot_control_node, u = -2.520595
[rosout][INFO] 2017-03-30 15:29:52,528: /acrobot_control_node, u = -3.259330
[rosout][INFO] 2017-03-30 15:29:52,530: /acrobot_control_node, u = -3.259330
[rosout][INFO] 2017-03-30 15:29:52,535: /acrobot_control_node, u = -4.281725
[rosout][INFO] 2017-03-30 15:29:52,543: /acrobot_control_node, u = -4.281725
[rosout][INFO] 2017-03-30 15:29:52,553: /acrobot_control_node, u = -4.281725
[rosout][INFO] 2017-03-30 15:29:52,568: /acrobot_control_node, u = -6.216826
[rosout][INFO] 2017-03-30 15:29:52,573: /acrobot_control_node, u = -6.216826
[rosout][INFO] 2017-03-30 15:29:52,582: /acrobot_control_node, u = -8.545392
[rosout][INFO] 2017-03-30 15:29:52,600: /acrobot_control_node, u = -12.895914
[rosout][INFO] 2017-03-30 15:29:52,606: /acrobot_control_node, u = -12.895914
[rosout][INFO] 2017-03-30 15:29:52,616: /acrobot_control_node, u = -12.895914
[rosout][INFO] 2017-03-30 15:29:52,626: /acrobot_control_node, u = -21.327189
[rosout][INFO] 2017-03-30 15:29:52,636: /acrobot_control_node, u = -21.327189
[rosout][INFO] 2017-03-30 15:29:52,645: /acrobot_control_node, u = -35.260919
[rosout][INFO] 2017-03-30 15:29:52,655: /acrobot_control_node, u = -35.260919
[rosout][INFO] 2017-03-30 15:29:52,667: /acrobot_control_node, u = -64.057380
[rosout][INFO] 2017-03-30 15:29:52,676: /acrobot_control_node, u = -64.057380
[rosout][INFO] 2017-03-30 15:29:52,686: /acrobot_control_node, u = -122.031279
[rosout][INFO] 2017-03-30 15:29:52,696: /acrobot_control_node, u = -273.330718
[rosout][INFO] 2017-03-30 15:29:52,706: /acrobot_control_node, u = -273.330718
[rosout][INFO] 2017-03-30 15:29:52,719: /acrobot_control_node, u = -913.251349
[rosout][INFO] 2017-03-30 15:29:52,726: /acrobot_control_node, u = -913.251349
[rosout][INFO] 2017-03-30 15:29:52,736: /acrobot_control_node, u = -913.251349
[rosout][INFO] 2017-03-30 15:29:52,748: /acrobot_control_node, u = 4207.045911
[rosout][INFO] 2017-03-30 15:29:52,756: /acrobot_control_node, u = 4207.045911
[rosout][INFO] 2017-03-30 15:29:52,772: /acrobot_control_node, u = 158.998925
[rosout][INFO] 2017-03-30 15:29:52,776: /acrobot_control_node, u = 158.998925
[rosout][INFO] 2017-03-30 15:29:52,788: /acrobot_control_node, u = -47395.409136
[rosout][INFO] 2017-03-30 15:29:52,798: /acrobot_control_node, u = -47395.409136
[rosout][INFO] 2017-03-30 15:29:52,809: /acrobot_control_node, u = -110667.356270
[rosout][INFO] 2017-03-30 15:29:52,824: /acrobot_control_node, u = -3727496.508236
[rosout][INFO] 2017-03-30 15:29:52,832: /acrobot_control_node, u = -3727496.508236
[rosout][INFO] 2017-03-30 15:29:52,844: /acrobot_control_node, u = inf
[rosout][INFO] 2017-03-30 15:29:52,851: /acrobot_control_node, u = inf
[rosout][INFO] 2017-03-30 15:29:52,863: /acrobot_control_node, u = inf
[rosout][INFO] 2017-03-30 15:29:52,872: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,881: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,893: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,902: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,913: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,923: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,936: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,947: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,959: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,970: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,981: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:52,990: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,005: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,017: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,024: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,037: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,045: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,058: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,070: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,079: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,089: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,102: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,109: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,121: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,127: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,137: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,147: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,157: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,169: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,178: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,188: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,199: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,215: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,221: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,231: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,246: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,253: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,264: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,275: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,287: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,297: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,308: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,316: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,327: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,336: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,350: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,361: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,369: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,380: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,390: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,400: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,410: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,420: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,430: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,445: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,457: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,467: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,478: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,492: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,500: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,509: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,519: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,532: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,543: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,560: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,568: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,578: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,588: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,601: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,611: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,623: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,637: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,646: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,658: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,670: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,677: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,688: /acrobot_control_node, u = nan
